,subject,deck,counts,trial,proportion
328,39,1,5130,1,0.855
329,39,2,305,1,0.051
330,39,3,276,1,0.046
331,39,4,289,1,0.048
332,40,1,4007,1,0.668
333,40,2,654,1,0.109
334,40,3,686,1,0.114
335,40,4,653,1,0.109
336,41,1,665,1,0.111
337,41,2,4139,1,0.69
338,41,3,615,1,0.102
339,41,4,581,1,0.097
340,42,1,3767,1,0.628
341,42,2,759,1,0.126
342,42,3,722,1,0.12
343,42,4,752,1,0.125
344,0,1,1156,2,0.193
345,0,2,1164,2,0.194
346,0,3,2527,2,0.421
347,0,4,1153,2,0.192
348,1,1,1657,2,0.276
349,1,2,1616,2,0.269
350,1,3,1135,2,0.189
351,1,4,1592,2,0.265
352,2,1,1163,2,0.194
353,2,2,1091,2,0.182
354,2,3,2639,2,0.44
355,2,4,1107,2,0.184
356,3,1,1037,2,0.173
357,3,2,1009,2,0.168
358,3,3,1006,2,0.168
359,3,4,2948,2,0.491
360,4,1,1615,2,0.269
361,4,2,1614,2,0.269
362,4,3,1195,2,0.199
363,4,4,1576,2,0.263
364,5,1,1900,2,0.317
365,5,2,1864,2,0.311
366,5,3,295,2,0.049
367,5,4,1941,2,0.324
368,6,1,1098,2,0.183
369,6,2,2707,2,0.451
370,6,3,1071,2,0.178
371,6,4,1124,2,0.187
372,7,1,1825,2,0.304
373,7,2,618,2,0.103
374,7,3,1762,2,0.294
375,7,4,1795,2,0.299
376,8,1,1895,2,0.316
377,8,2,1957,2,0.326
378,8,3,1955,2,0.326
379,8,4,193,2,0.032
380,9,1,1307,2,0.218
381,9,2,1236,2,0.206
382,9,3,2205,2,0.368
383,9,4,1252,2,0.209
384,10,1,1743,2,0.29
385,10,2,908,2,0.151
386,10,3,1644,2,0.274
387,10,4,1705,2,0.284
388,11,1,1367,2,0.228
389,11,2,1557,2,0.26
390,11,3,1514,2,0.252
391,11,4,1562,2,0.26
392,12,1,1101,2,0.184
393,12,2,2670,2,0.445
394,12,3,1129,2,0.188
395,12,4,1100,2,0.183
396,13,1,770,2,0.128
397,13,2,3733,2,0.622
398,13,3,759,2,0.126
399,13,4,738,2,0.123
400,14,1,381,2,0.064
401,14,2,4772,2,0.795
402,14,3,425,2,0.071
403,14,4,422,2,0.07
404,15,1,1119,2,0.186
405,15,2,2685,2,0.448
406,15,3,1081,2,0.18
407,15,4,1115,2,0.186
408,16,1,1123,2,0.187
409,16,2,2531,2,0.422
410,16,3,1202,2,0.2
411,16,4,1144,2,0.191
412,17,1,1510,2,0.252
413,17,2,1511,2,0.252
414,17,3,1472,2,0.245
415,17,4,1507,2,0.251
416,18,1,1007,2,0.168
417,18,2,1052,2,0.175
418,18,3,1060,2,0.177
419,18,4,2881,2,0.48
420,19,1,1464,2,0.244
421,19,2,1532,2,0.255
422,19,3,1463,2,0.244
423,19,4,1541,2,0.257
424,20,1,1012,2,0.169
425,20,2,3023,2,0.504
426,20,3,1010,2,0.168
427,20,4,955,2,0.159
428,21,1,1885,2,0.314
429,21,2,564,2,0.094
430,21,3,1803,2,0.3
431,21,4,1748,2,0.291
432,22,1,815,2,0.136
433,22,2,769,2,0.128
434,22,3,3556,2,0.593
435,22,4,860,2,0.143
436,23,1,1752,2,0.292
437,23,2,730,2,0.122
438,23,3,1704,2,0.284
439,23,4,1814,2,0.302
440,24,1,1413,2,0.236
441,24,2,1674,2,0.279
442,24,3,1435,2,0.239
443,24,4,1478,2,0.246
444,25,1,1725,2,0.288
445,25,2,983,2,0.164
446,25,3,1645,2,0.274
447,25,4,1647,2,0.274
448,26,1,960,2,0.16
449,26,2,867,2,0.144
450,26,3,917,2,0.153
451,26,4,3256,2,0.543
452,27,1,1399,2,0.233
453,27,2,1946,2,0.324
454,27,3,1295,2,0.216
455,27,4,1360,2,0.227
456,28,1,1679,2,0.28
457,28,2,1636,2,0.273
458,28,3,1051,2,0.175
459,28,4,1634,2,0.272
460,29,1,1490,2,0.248
461,29,2,1437,2,0.24
462,29,3,1492,2,0.249
463,29,4,1581,2,0.264
464,30,1,1419,2,0.236
465,30,2,1806,2,0.301
466,30,3,1382,2,0.23
467,30,4,1393,2,0.232
468,31,1,2477,2,0.413
469,31,2,1159,2,0.193
470,31,3,1142,2,0.19
471,31,4,1222,2,0.204
472,32,1,953,2,0.159
473,32,2,1019,2,0.17
474,32,3,3046,2,0.508
475,32,4,982,2,0.164
476,33,1,1021,2,0.17
477,33,2,3043,2,0.507
478,33,3,984,2,0.164
479,33,4,952,2,0.159
480,34,1,1895,2,0.316
