,subject,deck,counts,trial,proportion
318,31,3,1271,1,0.212
319,31,4,1250,1,0.208
320,32,1,696,1,0.116
321,32,2,3900,1,0.65
322,32,3,670,1,0.112
323,32,4,734,1,0.122
324,33,1,1226,1,0.204
325,33,2,2334,1,0.389
326,33,3,1213,1,0.202
327,33,4,1227,1,0.204
328,34,1,1761,1,0.294
329,34,2,588,1,0.098
330,34,3,1825,1,0.304
331,34,4,1826,1,0.304
332,35,1,1675,1,0.279
333,35,2,1653,1,0.276
334,35,3,1629,1,0.272
335,35,4,1043,1,0.174
336,36,1,1746,1,0.291
337,36,2,1777,1,0.296
338,36,3,631,1,0.105
339,36,4,1846,1,0.308
340,37,1,2937,1,0.49
341,37,2,1075,1,0.179
342,37,3,1016,1,0.169
343,37,4,972,1,0.162
344,38,1,1372,1,0.229
345,38,2,1907,1,0.318
346,38,3,1361,1,0.227
347,38,4,1360,1,0.227
348,39,1,1580,1,0.263
349,39,2,1264,1,0.211
350,39,3,1576,1,0.263
351,39,4,1580,1,0.263
352,40,1,2377,1,0.396
353,40,2,1181,1,0.197
354,40,3,1233,1,0.206
355,40,4,1209,1,0.202
356,41,1,1108,1,0.185
357,41,2,1156,1,0.193
358,41,3,2651,1,0.442
359,41,4,1085,1,0.181
360,42,1,1065,1,0.178
361,42,2,2702,1,0.45
362,42,3,1129,1,0.188
363,42,4,1104,1,0.184
364,43,1,1179,1,0.196
365,43,2,1216,1,0.203
366,43,3,2466,1,0.411
367,43,4,1139,1,0.19
368,44,1,1126,1,0.188
369,44,2,1149,1,0.192
370,44,3,2536,1,0.423
371,44,4,1189,1,0.198
372,45,1,2982,1,0.497
373,45,2,1031,1,0.172
374,45,3,990,1,0.165
375,45,4,997,1,0.166
376,46,1,1886,1,0.314
377,46,2,1364,1,0.227
378,46,3,1381,1,0.23
379,46,4,1369,1,0.228
380,47,1,1503,1,0.25
381,47,2,1475,1,0.246
382,47,3,1601,1,0.267
383,47,4,1421,1,0.237
384,0,1,1277,2,0.213
385,0,2,1295,2,0.216
386,0,3,2114,2,0.352
387,0,4,1314,2,0.219
388,1,1,1586,2,0.264
389,1,2,1173,2,0.196
390,1,3,1637,2,0.273
391,1,4,1604,2,0.267
392,2,1,2153,2,0.359
393,2,2,1295,2,0.216
394,2,3,1276,2,0.213
395,2,4,1276,2,0.213
396,3,1,1690,2,0.282
397,3,2,1708,2,0.285
398,3,3,1002,2,0.167
399,3,4,1600,2,0.267
400,4,1,1196,2,0.199
401,4,2,2495,2,0.416
402,4,3,1122,2,0.187
403,4,4,1187,2,0.198
404,5,1,1221,2,0.204
405,5,2,2371,2,0.395
406,5,3,1219,2,0.203
407,5,4,1189,2,0.198
408,6,1,1432,2,0.239
409,6,2,1750,2,0.292
410,6,3,1412,2,0.235
411,6,4,1406,2,0.234
412,7,1,1206,2,0.201
413,7,2,1295,2,0.216
414,7,3,2291,2,0.382
415,7,4,1208,2,0.201
416,8,1,1572,2,0.262
417,8,2,1610,2,0.268
418,8,3,1605,2,0.268
419,8,4,1213,2,0.202
420,9,1,1294,2,0.216
421,9,2,2114,2,0.352
422,9,3,1270,2,0.212
423,9,4,1322,2,0.22
424,10,1,1441,2,0.24
425,10,2,1368,2,0.228
426,10,3,1807,2,0.301
427,10,4,1384,2,0.231
428,11,1,2988,2,0.498
429,11,2,1045,2,0.174
430,11,3,1016,2,0.169
431,11,4,951,2,0.158
432,12,1,1894,2,0.316
433,12,2,1384,2,0.231
434,12,3,1359,2,0.226
435,12,4,1363,2,0.227
436,13,1,1261,2,0.21
437,13,2,2164,2,0.361
438,13,3,1309,2,0.218
439,13,4,1266,2,0.211
440,14,1,1911,2,0.318
441,14,2,1879,2,0.313
442,14,3,328,2,0.055
443,14,4,1882,2,0.314
444,15,1,1716,2,0.286
445,15,2,881,2,0.147
446,15,3,1683,2,0.28
447,15,4,1720,2,0.287
448,16,1,1727,2,0.288
449,16,2,1773,2,0.296
450,16,3,1753,2,0.292
451,16,4,747,2,0.124
452,17,1,2055,2,0.342
453,17,2,1337,2,0.223
454,17,3,1342,2,0.224
455,17,4,1266,2,0.211
456,18,1,542,2,0.09
457,18,2,1776,2,0.296
458,18,3,1855,2,0.309
459,18,4,1827,2,0.304
460,19,1,3192,2,0.532
461,19,2,954,2,0.159
462,19,3,943,2,0.157
463,19,4,911,2,0.152
464,20,1,1483,2,0.247
465,20,2,1427,2,0.238
466,20,3,1453,2,0.242
467,20,4,1637,2,0.273
468,21,1,1777,2,0.296
469,21,2,1838,2,0.306
470,21,3,573,2,0.096
471,21,4,1812,2,0.302
472,22,1,1431,2,0.238
473,22,2,1450,2,0.242
474,22,3,1331,2,0.222
475,22,4,1788,2,0.298
476,23,1,628,2,0.105
477,23,2,4146,2,0.691
478,23,3,621,2,0.104
479,23,4,605,2,0.101
480,24,1,2903,2,0.484
481,24,2,1072,2,0.179
482,24,3,986,2,0.164
483,24,4,1039,2,0.173
484,25,1,1092,2,0.182
485,25,2,1216,2,0.203
486,25,3,2587,2,0.431
487,25,4,1105,2,0.184
488,26,1,1886,2,0.314
489,26,2,1871,2,0.312
490,26,3,337,2,0.056
491,26,4,1906,2,0.318
492,27,1,1890,2,0.315
493,27,2,1872,2,0.312
494,27,3,1803,2,0.3
495,27,4,435,2,0.072
496,28,1,1885,2,0.314
497,28,2,1973,2,0.329
498,28,3,1965,2,0.328
499,28,4,177,2,0.03
500,29,1,1914,2,0.319
501,29,2,1388,2,0.231
502,29,3,1348,2,0.225
503,29,4,1350,2,0.225
504,30,1,1282,2,0.214
505,30,2,1243,2,0.207
506,30,3,2140,2,0.357
507,30,4,1335,2,0.222
508,31,1,771,2,0.128
509,31,2,780,2,0.13
510,31,3,3659,2,0.61
511,31,4,790,2,0.132
512,32,1,1326,2,0.221
513,32,2,1978,2,0.33
514,32,3,1345,2,0.224
515,32,4,1351,2,0.225
516,33,1,1779,2,0.296
517,33,2,1871,2,0.312
518,33,3,1872,2,0.312
519,33,4,478,2,0.08
520,34,1,1863,2,0.31
521,34,2,1869,2,0.312
522,34,3,360,2,0.06
523,34,4,1908,2,0.318
524,35,1,1654,2,0.276
525,35,2,1668,2,0.278
526,35,3,1066,2,0.178
527,35,4,1612,2,0.269
528,36,1,602,2,0.1
529,36,2,1758,2,0.293
530,36,3,1821,2,0.304
531,36,4,1819,2,0.303
532,37,1,2831,2,0.472
533,37,2,1031,2,0.172
534,37,3,1050,2,0.175
535,37,4,1088,2,0.181
536,38,1,1903,2,0.317
537,38,2,1885,2,0.314
538,38,3,1793,2,0.299
539,38,4,419,2,0.07
540,39,1,1516,2,0.253
541,39,2,1536,2,0.256
542,39,3,1538,2,0.256
543,39,4,1410,2,0.235
544,40,1,2370,2,0.395
545,40,2,1228,2,0.205
546,40,3,1191,2,0.198
547,40,4,1211,2,0.202
548,41,1,1072,2,0.179
549,41,2,2802,2,0.467
550,41,3,1047,2,0.174
551,41,4,1079,2,0.18
552,42,1,1658,2,0.276
553,42,2,958,2,0.16
554,42,3,1723,2,0.287
555,42,4,1661,2,0.277
556,43,1,1223,2,0.204
557,43,2,1213,2,0.202
558,43,3,2383,2,0.397
559,43,4,1181,2,0.197
560,44,1,1186,2,0.198
561,44,2,1181,2,0.197
562,44,3,2461,2,0.41
563,44,4,1172,2,0.195
564,45,1,2916,2,0.486
565,45,2,1048,2,0.175
566,45,3,985,2,0.164
567,45,4,1051,2,0.175
568,46,1,1399,2,0.233
569,46,2,1942,2,0.324
570,46,3,1334,2,0.222
571,46,4,1325,2,0.221
572,47,1,1638,2,0.273
